MovieID,description,
3363,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,
3364,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",
3365,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother&apos;s family is massacred in a raid on their Texas farm.,
3366,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that&apos;s not all that&apos;s really going on.",
3367,A US Army Colonel is tasked with forming an elite commando-style unit from crack Canadian troops and the dregs of the US Army.,
3368,"A New England sea captain in the 1880s arrives at his fiancée&apos;s sprawling Texas ranch, where he becomes embroiled in a feud between two families over a valuable patch of land.",
3369,"Charles (Jean Gabin), a sixtyish career criminal fresh out of jail, rejects his wife&apos;s plan for a quiet life of bourgeois respectability. He enlists a former cellmate, Francis (Alain Delon), to assist him in pulling off one final sco",
3370,An FBI agent posing as a combine driver becomes romantically involved with a Midwest farmer who lives a double life as a white supremacist.,
3371,The early life of Woody Guthrie as a vagabond folk singer.,
3372,"As the Allied armies close in, the Germans decide to blow up the last Rhine bridge, trapping their own men on the wrong side. But will it happen?",
3373,A wagon master and a con-man preacher help freed slaves dogged by cheap-labor agents out West.,
3374,Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last bastions of these mores in America. Set in 1,
3375,"After their latest rocket fails, Dr. Charles Cargraves and retired General Thayer have to start over again. This time, Gen. Thayer approaches Jim Barnes, the head of his own aviation construction firms to help build a rocket that wil",
3376,"Denis is distracted: he's studying all day for philosophy exams and working all night at the flower market; plus, whenever he closes his eyes, he dreams of a mysterious woman in white. His girlfriend Nina is annoyed at him for his inattention, so she steps out behind his back with a friend of his. One night, while napping at the flower mart, he pursues the mystery woman in what he thinks is a dream, and finds himself with her in a restaurant with her father and her fiancé, then on to a magic shop, the Louvre, a nightclub, and a mental asylum. During the night, he discovers a plot against her, and still believing it's a dream, goes to great lengths to try to save her.",
3377,"After the Nazi administrator of Czechoslovakia is shot, his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed.",
3378,"Frenchman Abel Tiffauges likes children, and wants to protect them against the grown-ups. Falsely suspected as child molester, he&apos;s recruited as a soldier in the 2nd World War, but very soon he is taken prisoner of war. After shortly",
3379,"After a global nuclear war, the residents of Australia must come to terms with the fact that all life will be destroyed in a matter of months.",
3380,"A beautician and her crooked boyfriend attempt to rob the bookie operation located in the back room, but when the plan goes wrong, they frame an innocent man.",
3381,"Seattle: The grunge girl band &quot;No Exits&quot; is just about to get a record deal. At this time Jimmy is appearing again, the former boy-friend of the band guitarist Shelly. She had left him because his friend had raped her. But he doesn&apos;t",
3382,A black British dockworker named Johnny Zinga becomes a famous singer and learns that he is the rightful king of the African island of Casanga.,
3383,"In this musical comedy, Paul Robeson stars as Joe, a Marseilles docker hired by a wealthy English couple to find their missing son. When Joe finds him, he learns he escaped of his own will, and takes him to stay with a local singer. ",
3384,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city&apos;s police are faced with a conundrum: Even if it&apos;s paid, how could they get away?",
3385,"1962, after Yale graduation, womanizing Lawrence flees a gambling debt that his rich dad won&apos;t pay. He takes his roomie&apos;s place as Peace Corps Volunteer in Thai Golden Triangle with 2 other PCVs. Will he survive 2 years?",
3386,New Orleans District Attorney Jim Garrison discovers there&apos;s more to the Kennedy assassination than the official story.,
